Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;JSV kood VSR-i jaoks
78838008;;Pleomorfne ksantoastrotsütoom;Pleomorphic xanthoastrocytoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21396005;;Pleomorfne lipoom;Pleomorphic lipoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
112683004;;Pleomorfne liposarkoom;Pleomorphic liposarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
444591006;;Pleomorfne lobulaarne kartsinoom in situ;Pleomorphic lobular carcinoma in situ (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
77455004;;Pleomorfne rabdomüosarkoom;Pleomorphic rhabdomyosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
38643006;;Plesiomonas shigelloides;Plesiomonas shigelloides (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128763002;;Pleuropulmonaalne blastoom;Pleuropulmonary blastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
699877004;;Pneumocystis carinii;Pneumocystis carinii (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
40122008;;Pneumokonioos;Pneumoconiosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
90560007;;Podagra;Inflammatory disorder due to increased blood urate level (disorder);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Gout (disorder)  -> Inflammatory disorder due to increased blood urate level (disorder);
240042004;;Podagra sõlm;Tophus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
28325008;;Polüembrüoom;Polyembryoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
70401000;;Polügonaalrakuline kartsinoom;Polygonal cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128702009;;Polümorfne adenokartsinoom;Polymorphous low grade adenocarcinoma (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Polümorfne adenokartsinoom, low-grade -> Polümorfne adenokartsinoom;
450944007;;Polümorfne siirdamisjärgne lümfoproliferatiivne haigus;Polymorphic post transplant lymphoproliferative disorder (morphologic abnormality);;0;19.12.2016;11.09.2017;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks SNOMED-is. Asendab diagnoos 397351004 Post-transplant lymphoproliferative disorder, polymorphic (morphologic abnormality);
397351004;;Polümorfne siirdamisjärgne lümfoproliferatiivne haigus;Post-transplant lymphoproliferative disorder, polymorphic (morphologic abnormality);;0;11.09.2017;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 450944007 Polymorphic post transplant lymphoproliferative disorder (morphologic abnormality);
31384009;;Polümüosiit;Polymyositis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
20893004;;Polüpoidne hüperplaasia;Polypoid hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
6379007;;Polüpoos;Multiple adenomatous polyps (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
41931000119102;;Polüpoosne sinusiit;Sinusitis co-occurrent with nasal polyps (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
3679006;;Polütsüstiline muutus;Polycystic change (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
28770003;;Autosoom-retsessiivne polütsüstiline neeruhaigus;Polycystic kidney disease, infantile type (disorder);;0;19.12.2016;;30.11.2021;Eesti Patoloogide Selts;1;Eemaldatud üleliigne tühik eestikeelses nimetuses;
28728008;;Polütsüstiline neeruhaigus, täiskasvanu tüüp;Polycystic kidney disease, adult type (disorder);;0;19.12.2016;29.11.2018;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 765330003 Autosomal dominant polycystic kidney disease (disorder);
69878008;;Polütsüstilised munasarjad;Polycystic ovaries (disorder);;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 781067001 Polycystic ovary (disorder);
41329004;;Polüüp;Polyp (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
407456008;;Polyoma viirus;Genus Polyomavirus (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
236398000;;Poolkuude tekkega glomerulonefriit;Crescentic glomerulonephritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128685001;;Porokartsinoom;Eccrine poroma, malignant (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128915006;;Poroom;Eccrine poroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
34742003;;Portaalhüpertensioon;Portal hypertension (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
197316009;;Portaalne maksafibroos ilma tsirroosita;Portal fibrosis without cirrhosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
419728003;;Portaalne maksatsirroos;Portal cirrhosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
86454000;;Postnekrootiline maksatsirroos;Postnecrotic cirrhosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
111018000;;Postoperatiivsed liited;Postoperative adhesion (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
35992002;;Predetsiduaalne muutus;Predecidual alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
54192004;;Preparaadi hindamist häirib võõrmaterjal;Specimen obscured by foreign material (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
31712002;;Primaarne biliaartsirroos;Primary biliary cholangitis (disorder);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Primary biliary cirrhosis (disorder) -> Primary biliary cholangitis (disorder);
128800006;;Primaarne efusiooni lümfoom;Primary effusion lymphoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32463001;;Primaarne helerakuline hüperplaasia;Primary water-clear cell hyperplasia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
68585008;;Primaarne hüperplaasia;Primary hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75863009;;Primaarne hüpertroofia;Primary hypertrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128801005;;Primaarne keskseinandi (tüümuseline) B-suurrakklümfoom;Mediastinal large B-cell lymphoma (morphologic abnormality);;0;19.12.2016;;20.03.2018;Eesti Patoloogide Selts;1;Eemaldatud üleliigne tühik eestikeelses nimetuses;
17266006;;Primaarne kolangiit;Primary cholangitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128843003;;Primaarne müelofibroos;Myelosclerosis with myeloid metaplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
397352006;;Primaarne naha anaplastiline suurrakklümfoom;Primary cutaneous anaplastic large T-cell lymphoma, CD30-positive (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128804002;;Primaarne naha CD30-positiivne T-rakuline lümfoproliferatiivne haigus;Primary cutaneous CD30 antigen positive T-cell lymphoproliferative disorder (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
419563005;;Primaarne naha CD4-positiivne T-väikse/keskmise-rakuline lümfoproliferatiivne haigus;Primary cutaneous T-cell lymphoma, pleomorphic small/medium-sized (morphologic abnormality);;0;19.12.2016;28.04.2020;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 788570002 Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder (morphologic abnormality);
419427007;;Primaarne naha difuusne B-suurrakklümfoom, jalal paiknev;Primary cutaneous large B-cell lymphoma of the leg (morphologic abnormality);;0;19.12.2016;20.03.2018;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks SNOMED-i 31.01.2018 rahvusvahelises versioonis. Asendab diagnoos 735332000 Primaarne naha difuusne B-suurrakklümfoom, jala tüüp;
735332000;;Primaarne naha difuusne B-suurrakklümfoom, jalal paiknev;Primary cutaneous diffuse large cell B-cell lymphoma of lower extremity (disorder);;0;20.03.2018;;;Eesti Patoloogide Selts;1;Korrigeeritud eestikeelset nimetust: Primaarne naha difuusne B-suurrakklümfoom, jala tüüp -> ;
419662008;;Primaarne naha follikulaarne lümfoom;Primary cutaneous follicle center cell lymphoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450908002;;Primaarne naha gamma-delta T-rakklümfoom;Primary cutaneous gamma-delta T-cell lymphoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
197441003;;Primaarne skleroseeruv kolangiit;Primary sclerosing cholangitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
39781001;;Primitiivne neuroektodermaalne tuumor (PNET);Primitive neuroectodermal tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
25418001;;Primordiaalne tsüst;Primordial cyst (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
22255007;;Progressiivne mitmekoldeline leukoentsefalopaatia;Progressive multifocal leukoencephalopathy (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
34337008;;Prolaktinoom;Prolactinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
29696001;;Prolaps;Prolapse (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
46371004;;Proliferatiivne endomeetrium;Proliferative endometrium (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
65630003;;Proliferatiivne fibrotsüstiline muutus;Fibrocystic change, proliferative type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
35813005;;Proliferatiivne fibrotsüstiline muutus atüüpiaga;Fibrocystic change, proliferative type with atypia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703081007;;Proliferatiivne käävrakuline sõlm;Proliferative spindle cell nodule (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
109300000;;Proliferatiivne müosiit;Proliferative myositis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
2952002;;Proliferatiivne põletik;Proliferative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
30217000;;Proliferatsioon;Proliferation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
446023005;;Prolifereeruv trihholemmaalne kasvaja;Proliferating trichilemmal tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128638007;;Prolifereeruv trihholemmaalne tsüst;Pilar tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
67736002;;Proovimaterjali puudulik fiksatsioon;Specimen poorly fixed (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
38431002;;Psammomatoosne meningioom;Psammomatous meningioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
199939015;;Psammomatoosne švannoom;Psammomatous schwannoma;;0;19.12.2016;11.09.2017;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks kuna ei ole enam vajalik. ;
13062004;;Psammoomikehakesed;Psammoma bodies (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
705153001;;Pseudoangiomatoosne strooma hüperplaasia (PASH);Pseudoangiomatous stromal hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
49769003;;Pseudodetsiduaalne reaktsioon;Pseudodecidual reaction (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75791009;;Pseudodivertiikul;False diverticulum (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
112669001;;Pseudoepiteliomatoosne hüperplaasia;Pseudoepitheliomatous hyperplasia (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
65865001;;Pseudohüpertroofia;Pseudohypertrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
47396005;;Pseudolipomatoosne hüpertroofia;Pseudolipomatous hypertrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125575006;;Pseudolümfomatoosne lesioon;Pseudolymphomatous lesion (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
399016005;;Pseudomembraan;Pseudomembrane (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
397683000;;Pseudomembranoosne enterokoliit;Pseudomembranous enterocolitis (disorder);;0;19.12.2016;11.09.2017;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks SNOMED-is. Asendab diagnoos 423590009 Clostridium difficile colitis (disorder).;1- kasvajat ei ole
423590009;;Pseudomembranoosne enterokoliit;Clostridium difficile colitis (disorder);;0;11.09.2017;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 397683000 Pseudomembranous enterocolitis (disorder);1- kasvajat ei ole
52499004;;Pseudomonas aeruginosa;Pseudomonas aeruginosa (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703658006;;Pseudomüogeenne epitelioidse sarkoomi sarnane hemangioendotelioom;Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Pseudomüogeenne hemangioendotelioom -> Pseudomüogeenne epitelioidse sarkoomi sarnane hemangioendotelioom;
14212006;;Pseudopalissaadid;Pseudopalisade formation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
284046008;;Pseudoterranova decipiens;Pseudoterranova decipiens (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
13467000;;Pseudotsüst;Pseudocyst (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
49293007;;Pseudotuumor;Pseudotumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
52230004;;Psoriasiformne dermatiit;Psoriasiform dermatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
111199007;;Purpur-pigmentdermatoos;Purpura pigmentosa chronica (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
447790002;;Purustusartefakt;Artifact due to crushing (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
403715005;;PUVA keratoos;Psoralen and long-wave ultraviolet radiation keratosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
35787005;;Põletikujärgne atroofia;Postinflammatory atrophy (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
7372009;;Põletikuline atüüpia;Inflammatory atypia (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
110428006;;Põletikuline fistul;Inflammatory fistula (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
313327004;;Põletikuline kloakogeenne polüüp;Inflammatory cloacogenic polyp (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
116064009;;Põletikuline müofibroblastne kasvaja;Myofibroblastic tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
76235005;;Põletikuline polüüp;Inflammatory polyp (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
35073002;;Põletikuline pseudotuumor;Inflammatory pseudotumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
123827008;;Põletikust tingitud reaktiivsed rakulised muutused;Reactive cellular changes associated with inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
57497006;;Põrna kaasasündinud väärarend;Congenital anomaly of spleen (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128802003;;Põrna marginaaltsooni lümfoom;Splenic marginal zone B-cell lymphoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
261409005;;Päraku fistul;Direct anal fistula (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11194003;;Päraku kaasasündinud väärarend;Congenital anomaly of anus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
3951002;;Pärasoolepõletik;Proctitis (disorder);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
399340005;;Pärilik glomerulonefriit;Hereditary nephritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
400014002;;Pärilik intraepiteliaalne düskeratoos;Hereditary benign intraepithelial dyskeratosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
367591000119105;;Pärilik nefropaatia;Hereditary nephropathy (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
55995005;;Pärilik sferotsütoos;Hereditary spherocytosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
70759006;;Püoderma;Pyoderma (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
17372009;;Püogeenne granuloom;Granuloma pyogenicum (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
19643009;;Püogranuloom;Pyogranuloma, granuloma with pus (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
88981003;;Püomeetra;Pyometra (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
397810006;;Püosalpinks;Pyosalpinx (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
18348002;;Queyrat' erütroplaasia;Queyrat's erythroplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
14919007;;Raanula;Ranula (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
399469000;;Rabdoidne meningioom;Meningioma, rhabdoid (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89010004;;Rabdomüolüüs;Rhabdomyolysis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
43375002;;Rabdomüoom;Rhabdomyoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;30.11.2021;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1156975001 Rhabdomyoma (morphologic abnormality);
128750008;;Rabdomüosarkoom ganglionaarse diferentseerumisega;Rhabdomyosarcoma with ganglionic differentiation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30924005;;Rabdomüosarkoom, teisiti täpsustamata;Rhabdomyosarcoma (morphologic abnormality);;0;19.12.2016;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Rhabdomyosarcoma, no subtype (morphologic abnormality) -> Rhabdomyosarcoma (morphologic abnormality);4- vähk
133855003;;Radiaalne arm;Radial scar (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
81018009;;Radiatsioonikahjustus;Radiation injury (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30386001;;Radiatsioonikahjustus nekroosiga;Radiation injury with necrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89988002;;Radikulaarne tsüst;Radicular cyst (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
120640017;;Rakkude vahendatud siiriku äratõukereaktsioon;Cellular graft rejection;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 40442005 Acute cellular graft rejection (finding);
123674001;;Raku kuju muutus;Cell shape alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125391008;;Raku suuruse muutus;Cell size alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125457008;;Rakumembraani muutus;Cell membrane alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125393006;;Rakustruktuuri muutus;Cell structure alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
