Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
kood;NAE93;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba torakolumbaalosa";"Operation on capsule or ligament of spine or neck; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAE94;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba lumbaalosa";"Operation on capsule or ligament of spine or neck; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAE95;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba tserviko-torako-lumbaalosa";"Operation on capsule or ligament of spine or neck; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAE96;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba lumbosakraalosa";"Operation on capsule or ligament of spine or neck; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAE99;"Operatsioon lülisamba või kaela kapslil või sidemel; määratlemata";"Operation on capsule or ligament of spine or neck; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAF;Operatsioonid lülisamba ja kaela sünoviaalmembraanil ja liigespindadel;;;2;01.01.2003;;;1;;;;;;
kood;NAF90;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba tservikaalosa";"Operation on synovia or joint surface of spine or neck; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAF91;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba tserviko-torakaalosa";"Operation on synovia or joint surface of spine or neck; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAF92;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba torakaalosa";"Operation on synovia or joint surface of spine or neck; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAF93;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba torakolumbaalosa";"Operation on synovia or joint surface of spine or neck; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAF94;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba lumbaalosa";"Operation on synovia or joint surface of spine or neck; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAF95;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba tserviko-torako-lumbaalosa";"Operation on synovia or joint surface of spine or neck; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAF96;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; lülisamba lumbosakraalosa";"Operation on synovia or joint surface of spine or neck; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAF99;"Operatsioon lülisamba ja kaela sünoviaalmembraanil ja liigespinnal; määratlemata";"Operation on synovia or joint surface of spine or neck; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAG;Lülisambaliigeste ekstsisioon, rekonstruktsioon ja spondülodees;;;2;01.01.2003;;;1;;;;;;
kood;NAG00;"Lülisamba ekstsisiooni artroplastika; lülisamba tservikaalosa";"Excision arthroplasty in spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG01;"Lülisamba ekstsisiooni artroplastika; lülisamba tserviko-torakaalosa";"Excision arthroplasty in spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG02;"Lülisamba ekstsisiooni artroplastika; lülisamba torakaalosa";"Excision arthroplasty in spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG03;"Lülisamba ekstsisiooni artroplastika; lülisamba torakolumbaalosa";"Excision arthroplasty in spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG04;"Lülisamba ekstsisiooni artroplastika; lülisamba lumbaalosa";"Excision arthroplasty in spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG05;"Lülisamba ekstsisiooni artroplastika; lülisamba tserviko-torako-lumbaalosa";"Excision arthroplasty in spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG06;"Lülisamba ekstsisiooni artroplastika; lülisamba lumbosakraalosa";"Excision arthroplasty in spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG09;"Lülisamba ekstsisiooni artroplastika; määratlemata";"Excision arthroplasty in spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG10;"Lülisamba interpositsiooni artroplastika; lülisamba tservikaalosa";"Interposition arthroplasty in spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG11;"Lülisamba interpositsiooni artroplastika; lülisamba tserviko-torakaalosa";"Interposition arthroplasty in spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG12;"Lülisamba interpositsiooni artroplastika; lülisamba torakaalosa";"Interposition arthroplasty in spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG13;"Lülisamba interpositsiooni artroplastika; lülisamba torakolumbaalosa";"Interposition arthroplasty in spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG14;"Lülisamba interpositsiooni artroplastika; lülisamba lumbaalosa";"Interposition arthroplasty in spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG15;"Lülisamba interpositsiooni artroplastika; lülisamba tserviko-torako-lumbaalosa";"Interposition arthroplasty in spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG16;"Lülisamba interpositsiooni artroplastika; lülisamba lumbosakraalosa";"Interposition arthroplasty in spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG19;"Lülisamba interpositsiooni artroplastika; määratlemata";"Interposition arthroplasty in spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG20;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba tservikaalosa";"Other arthroplasty in spine without prosthetic replacement; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG21;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba tserviko-torakaalosa";"Other arthroplasty in spine without prosthetic replacement; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG22;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba torakaalosa";"Other arthroplasty in spine without prosthetic replacement; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG23;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba torakolumbaalosa";"Other arthroplasty in spine without prosthetic replacement; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG24;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba lumbaalosa";"Other arthroplasty in spine without prosthetic replacement; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG25;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba tserviko-torako-lumbaalosa";"Other arthroplasty in spine without prosthetic replacement; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG26;"Lülisamba muu artroplastika ilma proteesimiseta; lülisamba lumbosakraalosa";"Other arthroplasty in spine without prosthetic replacement; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG29;"Lülisamba muu artroplastika ilma proteesimiseta; määratlemata";"Other arthroplasty in spine without prosthetic replacement; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG30;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba tservikaalosa";"Interbody fusion of spine without fixation; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG31;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba tserviko-torakaalosa";"Interbody fusion of spine without fixation; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG32;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba torakaalosa";Anterior fusion of thoracic spine without fixation;;3;01.01.2003;;;1;;;;;;
kood;NAG33;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba torakolumbaalosa";"Interbody fusion of spine without fixation; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG34;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba lumbaalosa";"Interbody fusion of spine without fixation; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG35;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba tserviko-torako-lumbaalosa";"Interbody fusion of spine without fixation; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG36;"Lülisamba spondülodees ilma fiksatsioonita; lülisamba lumbosakraalosa";Anterior and posterior fusion of lumbar spine;;3;01.01.2003;;;1;;;;;;
kood;NAG39;"Lülisamba spondülodees ilma fiksatsioonita; määratlemata";"Interbody fusion of spine without fixation; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG40;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba tservikaalosa";"Interbody fusion of spine with internal fixation; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG41;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba tserviko-torakaalosa";"Interbody fusion of spine with internal fixation; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG42;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba torakaalosa";"Interbody fusion of spine with internal fixation; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG43;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba torakolumbaalosa";Anterior fusion of thoracic spine with fixation;;3;01.01.2003;;;1;;;;;;
kood;NAG44;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba lumbaalosa";"Interbody fusion of spine with internal fixation; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG45;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba tserviko-torako-lumbaalosa";"Interbody fusion of spine with internal fixation; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG46;"Lülisamba spondülodees sisemise fiksatsiooniga; lülisamba lumbosakraalosa";"Posterior fusion of lumbar spine with fixation; 2-3 vertebraea";;3;01.01.2003;;;1;;;;;;
kood;NAG49;"Lülisamba spondülodees sisemise fiksatsiooniga; määratlemata";"Interbody fusion of spine with internal fixation; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG50;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba tservikaalosa";"Interbody fusion of spine with external fixation; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG51;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba tserviko-torakaalosa";"Interbody fusion of spine with external fixation; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG52;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba torakaalosa";"Interbody fusion of spine with external fixation; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG53;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba torakolumbaalosa";"Interbody fusion of spine with external fixation; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG54;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba lumbaalosa";"Interbody fusion of spine with external fixation; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG55;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba tserviko-torako-lumbaalosa";"Interbody fusion of spine with external fixation; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG56;"Lülisamba spondülodees välise fiksatsiooniga; lülisamba lumbosakraalosa";Posterior fusion of lumbar spine without fixation;;3;01.01.2003;;;1;;;;;;
kood;NAG59;"Lülisamba spondülodees välise fiksatsiooniga; määratlemata";"Interbody fusion of spine with external fixation; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG60;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba tservikaalosa";"Interlaminary fusion of spine without fixation; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG61;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba tserviko-torakaalosa";"Interlaminary fusion of spine without fixation; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG62;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba torakaalosa";"Interlaminary fusion of spine without fixation; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG63;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba torakolumbaalosa";"Interlaminary fusion of spine without fixation; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG64;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba lumbaalosa";"Interlaminary fusion of spine without fixation; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG65;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba tserviko-torako-lumbaalosa";"Interlaminary fusion of spine without fixation; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG66;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; lülisamba lumbosakraalosa";"Interlaminary fusion of spine without fixation; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG67;Torakoskoopiline lülivaheketta eemaldamine;Posterior interbody fusion of lumbar spine, more than 2 vertebrae;;3;01.01.2020;;;1;;;;;;
kood;NAG69;"Lülisamba interlaminaarne spondülodees ilma fiksatsioonita; määratlemata";"Interlaminary fusion of spine without fixation; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG70;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba tservikaalosa";"Interlaminary fusion of spine with fixation; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG71;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba tserviko-torakaalosa";"Interlaminary fusion of spine with fixation; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG72;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba torakaalosa";"Interlaminary fusion of spine with fixation; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG73;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba torakolumbaalosa";"Interlaminary fusion of spine with fixation; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG74;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba lumbaalosa";"Interlaminary fusion of spine with fixation; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG75;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba tserviko-torako-lumbaalosa";"Interlaminary fusion of spine with fixation; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG76;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; lülisamba lumbosakraalosa";"Interlaminary fusion of spine with fixation; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG79;"Lülisamba interlaminaarne spondülodees fiksatsiooniga; määratlemata";"Interlaminary fusion of spine with fixation; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG80;"Lülisamba ristijätke spondülodees; lülisamba tservikaalosa";"Unilateral intertransverse fusion of spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG81;"Lülisamba ristijätke spondülodees; lülisamba tserviko-torakaalosa";"Unilateral intertransverse fusion of spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG82;"Lülisamba ristijätke spondülodees; lülisamba torakaalosa";"Unilateral intertransverse fusion of spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG83;"Lülisamba ristijätke spondülodees; lülisamba torakolumbaalosa";"Unilateral intertransverse fusion of spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG84;"Lülisamba ristijätke spondülodees; lülisamba lumbaalosa";"Unilateral intertransverse fusion of spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG85;"Lülisamba ristijätke spondülodees; lülisamba tserviko-torako-lumbaalosa";"Unilateral intertransverse fusion of spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG86;"Lülisamba ristijätke spondülodees; lülisamba lumbosakraalosa";"Unilateral intertransverse fusion of spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG89;"Lülisamba ristijätke spondülodees; määratlemata";"Unilateral intertransverse fusion of spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAG90;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba tservikaalosa";"Other excision, reconstruction or fusion of joints of spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAG91;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba tserviko-torakaalosa";"Other excision, reconstruction or fusion of joints of spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG92;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba torakaalosa";"Other excision, reconstruction or fusion of joints of spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAG93;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba torakolumbaalosa";"Other excision, reconstruction or fusion of joints of spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG94;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba lumbaalosa";"Other excision, reconstruction or fusion of joints of spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG95;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba tserviko-torako-lumbaalosa";"Other excision, reconstruction or fusion of joints of spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAG96;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; lülisamba lumbosakraalosa";"Other excision, reconstruction or fusion of joints of spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAG99;"Lülisambaliigeste muu ekstsisioon, rekonstruktsioon või spondülodees; määratlemata";"Other excision, reconstruction or fusion of joints of spine; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAH;Erinevad operatsioonid lülisambaliigestel;;;2;01.01.2003;;;1;;;;;;
kood;NAH00;"Lülisambaliigese luksatsiooni paigaldamine; kinnine";"Reduction of dislocation of joint of spine; closed";;3;01.01.2003;;;1;;;;;;
kood;NAH01;"Lülisambaliigese luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of joint of spine; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAH02;"Lülisambaliigese luksatsiooni paigaldamine; lahtine";"Reduction of dislocation of joint of spine; open";;3;01.01.2003;;;1;;;;;;
kood;NAH09;"Lülisambaliigese luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of joint of spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAH20;"Lülisambaliigese proteesi luksatsiooni paigaldamine; kinnine";"Reduction of dislocation of joint prosthesis in spine; closed";;3;01.01.2003;;;1;;;;;;
kood;NAH21;"Lülisambaliigese proteesi luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of joint prosthesis in spine; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAH22;"Lülisambaliigese proteesi luksatsiooni paigaldamine; lahtine";"Reduction of dislocation of joint prosthesis in spine; open";;3;01.01.2003;;;1;;;;;;
kood;NAH29;"Lülisambaliigese proteesi luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of joint prosthesis in spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAH30;"Lülisambaliigese liidete vabastamine; kinnine";"Freeing of adhesions of joint of spine; closed";;3;01.01.2003;;;1;;;;;;
kood;NAH31;"Lülisambaliigese liidete vabastamine; artroskoopiline";"Freeing of adhesions of joint of spine; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAH32;"Lülisambaliigese liidete vabastamine; lahtine";"Freeing of adhesions of joint of spine; open";;3;01.01.2003;;;1;;;;;;
kood;NAH39;"Lülisambaliigese liidete vabastamine; määratlemata";"Freeing of adhesions of joint of spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAH40;"Lülisambaliigesest võõrkeha või vaba keha eemaldamine; kinnine";"Removal of foreign or loose body from joint of spine; closed";;3;01.01.2003;;;1;;;;;;
kood;NAH41;"Lülisambaliigesest võõrkeha või vaba keha eemaldamine; artroskoopiline";"Removal of foreign or loose body from joint of spine; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAH42;"Lülisambaliigesest võõrkeha või vaba keha eemaldamine; lahtine";"Removal of foreign or loose body from joint of spine; open";;3;01.01.2003;;;1;;;;;;
kood;NAH49;"Lülisambaliigesest võõrkeha või vaba keha eemaldamine; määratlemata";"Removal of foreign or loose body from joint of spine; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAH50;"Lülisambaliigese-sisese eksostoosi või osteofüüdi ekstsisioon; kinnine";"Excision of intraarticular exostosis or osteophyte of spine; closed";;3;01.01.2003;;;1;;;;;;
